,Ticker,Entry,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19,Mar-20,TTM,,,
,,Other Liabilities +,,,,,1028.00,1418.00,1805.00,1737.00,2175.00,2842.00,3019.00,3614.00,4098.00,,,
,,Total Liabilities,,,,,6160.00,7329.00,7998.00,9463.00,11166.00,15142.00,15493.00,19944.00,19924.00,,,
,,Fixed Assets +,,,,,1782.00,2194.00,3004.00,3050.00,2599.00,3589.00,6182.00,6163.00,5969.00,,,
,,CWIP,,,,,133.00,758.00,511.00,264.00,710.00,1427.00,1129.00,1197.00,1144.00,,,
,,Investments,,,,,2203.00,2244.00,1662.00,3030.00,4042.00,5434.00,2286.00,6358.00,7075.00,,,
,,Other Assets +,,,,,2042.00,2132.00,2820.00,3118.00,3814.00,4691.00,5896.00,6227.00,5736.00,,,
,,Total Assets,,,,,6160.00,7329.00,7998.00,9463.00,11166.00,15142.00,15493.00,19944.00,19924.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,,,,,41426.00,41791.00,42156.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,,,,,1260.00,1401.00,1239.00,1566.00,2202.00,1879.00,2080.00,3973.00,,,,
,,Cash from Investing Activity +,,,,,-270.00,-1234.00,-990.00,-1265.00,-2048.00,-3595.00,-720.00,-5590.00,,,,
,,Cash from Financing Activity +,,,,,-982.00,-156.00,-259.00,-271.00,-167.00,1726.00,-1276.00,1581.00,,,,
,,Net Cash Flow,,,,,8.00,11.00,-10.00,31.00,-13.00,10.00,84.00,-36.00,,,,
,,,,,,,,,,,,,,,,,,
41,SBIN,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Revenue,91667.00,100081.00,113636.00,147197.00,167976.00,189062.00,207974.00,220633.00,230447.00,228970.00,253322.00,269852.00,276884.00,,,
,,Interest,62626.00,66638.00,68086.00,89320.00,106818.00,121479.00,133179.00,143047.00,149115.00,146603.00,155867.00,161124.00,160204.00,,,
,,Expenses +,32290.00,47201.00,57966.00,61682.00,66242.00,82151.00,96624.00,109964.00,145622.00,169034.00,166104.00,172909.00,183391.00,,,
,,Financing Profit,-3250.00,-13758.00,-12416.00,-3804.00,-5084.00,-14568.00,-21828.00,-32378.00,-64290.00,-86666.00,-68649.00,-64181.00,-66711.00,,,
,,Financing Margin %,-0.04,-0.14,-0.11,-0.03,-0.03,-0.08,-0.10,-0.15,-0.28,-0.38,-0.27,-0.24,-0.24,,,
,,Other Income,22069.00,33761.00,33716.00,29645.00,32543.00,37836.00,49264.00,52807.00,68149.00,77527.00,77365.00,98159.00,100035.00,,,
,,Depreciation,924.00,1322.00,1381.00,1372.00,1577.00,1942.00,1581.00,2252.00,2915.00,3105.00,3496.00,3662.00,0.00,,,
,,Profit before tax,17895.00,18682.00,19920.00,24469.00,25882.00,21326.00,25855.00,18177.00,945.00,-12245.00,5220.00,30317.00,33324.00,,,
,,Tax %,0.38,0.36,0.44,0.35,0.29,0.32,0.32,0.30,1.41,0.66,0.41,0.40,,,,
,,Net Profit,10955.00,11734.00,10685.00,15343.00,17916.00,14174.00,16994.00,12225.00,241.00,-4556.00,2300.00,19768.00,23464.00,,,
,,EPS in Rs,17.26,18.48,16.83,22.86,26.19,18.99,22.76,15.75,0.30,-5.11,2.58,22.15,26.29,,,
,,Dividend Payout %,0.17,0.16,0.18,0.15,0.16,0.16,0.15,0.17,8.59,0.00,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,
,,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,bs,Share Capital +,635.00,635.00,635.00,671.00,684.00,747.00,747.00,776.00,797.00,892.00,892.00,892.00,,,,
,,Reserves,71756.00,82501.00,82836.00,105559.00,124349.00,146624.00,160641.00,179816.00,216395.00,229429.00,233603.00,250168.00,,,,
,,Borrowings,1117246.00,1238539.00,1398033.00,1572681.00,1831126.00,2062612.00,2297624.00,2615257.00,2936176.00,3091258.00,3354289.00,3607061.00,,,,
,,Other Liabilities +,115190.00,128469.00,166272.00,150720.00,176355.00,185573.00,240149.00,276472.00,288391.00,294860.00,299676.00,339364.00,,,,
,,Total Liabilities,1304826.00,1450144.00,1647777.00,1829631.00,2132514.00,2395556.00,2699161.00,3072321.00,3441760.00,3616439.00,3888460.00,4197486.00,,,,
,,Fixed Assets +,4937.00,5528.00,6141.00,7027.00,8694.00,10223.00,12924.00,15415.00,51189.00,40301.00,39941.00,39608.00,,,,
,,CWIP,287.00,486.00,346.00,381.00,676.00,337.00,400.00,786.00,695.00,925.00,762.00,470.00,,,,
,,Investments,372231.00,412749.00,419066.00,460949.00,519343.00,579401.00,673507.00,807375.00,1027281.00,1183794.00,1119270.00,1228284.00,,,,
,,Other Assets +,927371.00,1031381.00,1222223.00,1361274.00,1603801.00,1805595.00,2012329.00,2248746.00,2362594.00,2391419.00,2728487.00,2929123.00,,,,
,,Total Assets,1304826.00,1450144.00,1647777.00,1829631.00,2132514.00,2395556.00,2699161.00,3072321.00,3441760.00,3616439.00,3888460.00,4197486.00,,,,
,,,,,,,,,,,,,,,,,,
,,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,cf,Cash from Operating Activity +,33363.00,-8372.00,43900.00,-30114.00,24332.00,19142.00,26297.00,14477.00,77406.00,-96508.00,29556.00,23929.00,,,,
,,Cash from Investing Activity +,-1631.00,-1763.00,-1678.00,169.00,-2271.00,-791.00,-3424.00,-2747.00,-4572.00,13053.00,220.00,-555.00,,,,
,,Cash from Financing Activity +,4501.00,-3273.00,1252.00,2209.00,-4424.00,3583.00,-1553.00,4348.00,-4196.00,5547.00,448.00,5430.00,,,,
,,Net Cash Flow,36233.00,-13408.00,43474.00,-27737.00,17637.00,21934.00,21320.00,16078.00,68638.00,-77908.00,30223.00,28803.00,,,,
,,,,,,,,,,,,,,,,,,
42,SUNPHARMA,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,4183.00,4007.00,5728.00,8019.00,11131.00,16080.00,27392.00,28487.00,31578.00,26489.00,29066.00,32838.00,32478.00,,,
,,Expenses +,2319.00,2644.00,3768.00,4816.00,6346.00,9367.00,19706.00,20425.00,21489.00,20885.00,22710.00,25883.00,25237.00,,,
,,Operating Profit,1864.00,1363.00,1960.00,3203.00,4784.00,6713.00,7686.00,8062.00,10089.00,5605.00,6356.00,6955.00,7241.00,,,
,,OPM %,0.45,0.34,0.34,0.40,0.43,0.42,0.28,0.28,0.32,0.21,0.22,0.21,0.22,,,
,,Other Income,214.00,211.00,355.00,472.00,-90.00,-1679.00,491.00,69.00,623.00,-108.00,-237.00,410.00,-3262.00,,,
,,Interest,6.00,6.00,74.00,28.00,43.00,44.00,579.00,523.00,400.00,518.00,555.00,303.00,200.00,,,
,,Depreciation,123.00,153.00,205.00,291.00,336.00,409.00,1195.00,1038.00,1265.00,1500.00,1753.00,2053.00,2117.00,,,
,,Profit before tax,1949.00,1415.00,2036.00,3355.00,4315.00,4581.00,6403.00,6571.00,9048.00,3479.00,3810.00,5010.00,1662.00,,,
,,Tax %,0.04,0.05,0.06,0.09,0.20,0.15,0.14,0.14,0.13,0.26,0.16,0.16,,,,
,,Net Profit,1818.00,1351.00,1816.00,2657.00,2983.00,3141.00,4539.00,4546.00,6964.00,2096.00,2665.00,3765.00,1471.00,,,
,,EPS in Rs,8.78,6.52,8.77,12.83,14.40,15.17,21.92,18.89,29.03,8.73,11.11,15.69,6.14,,,
,,Dividend Payout %,0.16,0.21,0.20,0.17,0.09,0.10,0.14,0.05,0.12,0.23,0.25,0.25,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,104.00,104.00,104.00,104.00,104.00,207.00,207.00,241.00,240.00,240.00,240.00,240.00,240.00,,,
,,Reserves,6941.00,7725.00,9380.00,12132.00,14886.00,18318.00,25383.00,32741.00,36400.00,38074.00,41169.00,45025.00,44832.00,,,
,,Borrowings,179.00,171.00,426.00,321.00,260.00,2561.00,8996.00,8497.00,9832.00,10385.00,10514.00,8315.00,5473.00,,,
,,Other Liabilities +,917.00,951.00,2329.00,3762.00,5128.00,8009.00,14137.00,13949.00,14624.00,15598.00,12666.00,14615.00,17126.00,,,
,,Total Liabilities,8141.00,8951.00,12238.00,16319.00,20377.00,29095.00,48723.00,55428.00,61095.00,64297.00,64590.00,68194.00,67671.00,,,
,,Fixed Assets +,1788.00,1939.00,3293.00,3951.00,5647.00,6817.00,12682.00,15872.00,17675.00,18853.00,21837.00,22847.00,22780.00,,,
,,CWIP,157.00,145.00,235.00,345.00,563.00,842.00,2039.00,2175.00,2801.00,2465.00,1411.00,1220.00,982.00,,,
,,Investments,1859.00,3166.00,2230.00,2213.00,2412.00,2786.00,2716.00,1830.00,1192.00,7143.00,7903.00,10143.00,9954.00,,,
,,Other Assets +,4336.00,3701.00,6480.00,9810.00,11756.00,18650.00,31286.00,35550.00,39427.00,35837.00,33439.00,33984.00,33956.00,,,
,,Total Assets,8141.00,8951.00,12238.00,16319.00,20377.00,29095.00,48723.00,55428.00,61095.00,64297.00,64590.00,68194.00,67671.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,2165.00,781.00,2281.00,2234.00,3357.00,3959.00,5616.00,6686.00,7082.00,3907.00,2196.00,6555.00,,,,
,,Cash from Investing Activity +,-1484.00,-214.00,-1300.00,-748.00,-2375.00,-2176.00,-1502.00,-3949.00,-4186.00,-3104.00,-310.00,-2225.00,,,,
,,Cash from Financing Activity +,-267.00,-346.00,-804.00,-544.00,-665.00,507.00,-1187.00,-1889.00,-2285.00,-1539.00,-2731.00,-5715.00,,,,
,,Net Cash Flow,414.00,221.00,177.00,942.00,316.00,2290.00,2927.00,848.00,611.00,-736.00,-844.00,-1386.00,,,,
,,,,,,,,,,,,,,,,,,
43,TCS,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,27813.00,30029.00,37325.00,48894.00,62989.00,81809.00,94648.00,108646.00,117966.00,123104.00,146463.00,156949.00,158257.00,,,
,,Expenses +,21424.00,21334.00,26146.00,34459.00,44950.00,56657.00,70167.00,77969.00,85655.00,90588.00,106957.00,114840.00,114874.00,,,
,,Operating Profit,6388.00,8695.00,11178.00,14435.00,18040.00,25153.00,24482.00,30677.00,32311.00,32516.00,39506.00,42109.00,43383.00,,,
,,OPM %,0.23,0.29,0.30,0.30,0.29,0.31,0.26,0.28,0.27,0.26,0.27,0.27,0.27,,,
,,Other Income,354.00,272.00,604.00,428.00,1178.00,1637.00,3720.00,3084.00,4221.00,3642.00,4311.00,4592.00,1850.00,,,
,,Interest,29.00,16.00,26.00,22.00,48.00,39.00,104.00,33.00,32.00,52.00,198.00,924.00,790.00,,,
,,Depreciation,564.00,661.00,735.00,918.00,1080.00,1349.00,1799.00,1888.00,1987.00,2014.00,2056.00,3529.00,3821.00,,,
,,Profit before tax,6150.00,8290.00,11021.00,13923.00,18090.00,25402.00,26298.00,31840.00,34513.00,34092.00,41563.00,42248.00,40622.00,,,
,,Tax %,0.14,0.14,0.17,0.24,0.22,0.24,0.24,0.24,0.24,0.24,0.24,0.23,,,,
,,Net Profit,5256.00,7001.00,9068.00,10413.00,13917.00,19164.00,19852.00,24270.00,26289.00,25826.00,31472.00,32340.00,30650.00,,,
,,EPS in Rs,13.43,17.88,23.17,26.60,35.55,48.92,50.68,61.58,66.71,67.46,83.87,86.19,81.68,,,
,,Dividend Payout %,0.26,0.56,0.30,0.47,0.31,0.33,0.78,0.35,0.35,0.37,0.36,0.85,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,198.00,296.00,296.00,296.00,296.00,196.00,196.00,197.00,197.00,191.00,375.00,375.00,375.00,,,
,,Reserves,15502.00,18171.00,24209.00,29284.00,38350.00,48999.00,50439.00,70875.00,86017.00,84937.00,89071.00,83751.00,94762.00,,,
,,Borrowings,564.00,103.00,75.00,127.00,232.00,297.00,358.00,245.00,289.00,247.00,62.00,6906.00,7882.00,,,
,,Other Liabilities +,6413.00,8856.00,8092.00,11551.00,13154.00,17337.00,22325.00,16974.00,15830.00,19751.00,24393.00,29088.00,30379.00,,,
,,Total Liabilities,22577.00,27326.00,32572.00,41157.00,51932.00,66829.00,73318.00,88291.00,102333.00,105126.00,113901.00,120120.00,133398.00,,,
,,Fixed Assets +,6746.00,6738.00,7479.00,8662.00,9828.00,9544.00,11638.00,11774.00,11701.00,11973.00,12290.00,20928.00,20583.00,,,
,,CWIP,705.00,1017.00,1194.00,1446.00,1895.00,3168.00,2766.00,1670.00,1541.00,1278.00,963.00,906.00,1035.00,,,
,,Investments,1614.00,3682.00,1763.00,1350.00,1897.00,3434.00,1662.00,22822.00,41980.00,36008.00,29330.00,26356.00,36617.00,,,
,,Other Assets +,13512.00,15888.00,22136.00,29698.00,38312.00,50682.00,57252.00,52025.00,47111.00,55867.00,71318.00,71930.00,75163.00,,,
,,Total Assets,22577.00,27326.00,32572.00,41157.00,51932.00,66829.00,73318.00,88291.00,102333.00,105126.00,113901.00,120120.00,133398.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,5498.00,7359.00,6614.00,7127.00,11615.00,14751.00,19369.00,19109.00,25223.00,25067.00,28593.00,32369.00,,,,
,,Cash from Investing Activity +,-3435.00,-5413.00,-1431.00,-2727.00,-6038.00,-9452.00,-1807.00,-5010.00,-16895.00,3104.00,1645.00,8968.00,,,,
,,Cash from Financing Activity +,-1672.00,-2381.00,-4659.00,-3955.00,-5729.00,-5673.00,-17168.00,-9666.00,-11026.00,-26885.00,-27897.00,-39915.00,,,,
,,Net Cash Flow,392.00,-435.00,524.00,445.00,-152.00,-374.00,394.00,4433.00,-2698.00,1286.00,2341.00,1422.00,,,,
,,,,,,,,,,,,,,,,,,
44,TATAMOTORS,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,70881.00,92519.00,122128.00,165654.00,188793.00,232834.00,263159.00,273046.00,269693.00,291550.00,301938.00,261068.00,219682.00,,,
,,Expenses +,69371.00,84747.00,105310.00,143439.00,164277.00,198095.00,224040.00,234650.00,240171.00,261738.00,277780.00,243334.00,204833.00,,,
,,Operating Profit,1509.00,7772.00,16817.00,22215.00,24516.00,34739.00,39119.00,38395.00,29521.00,29813.00,24159.00,17734.00,14849.00,,,
,,OPM %,0.02,0.08,0.14,0.13,0.13,0.15,0.15,0.14,0.11,0.10,0.08,0.07,0.07,,,
,,Other Income,1039.00,2103.00,660.00,-74.00,293.00,-42.00,834.00,-2670.00,1937.00,7578.00,-26181.00,355.00,-72.00,,,
,,Interest,2171.00,2465.00,2385.00,2982.00,3560.00,4749.00,4861.00,4889.00,4238.00,4682.00,5759.00,7243.00,7523.00,,,
,,Depreciation,2507.00,3887.00,4656.00,5625.00,7601.00,11078.00,13389.00,16711.00,17905.00,21554.00,23591.00,21425.00,22215.00,,,
,,Profit before tax,-2129.00,3523.00,10437.00,13534.00,13647.00,18869.00,21703.00,14126.00,9315.00,11155.00,-31371.00,-10580.00,-14961.00,,,
,,Tax %,-0.16,0.29,0.12,0.00,0.28,0.25,0.35,0.21,0.35,0.39,0.08,-0.04,,,,
,,Net Profit,-2505.00,2571.00,9274.00,13516.00,9893.00,13991.00,13986.00,11579.00,7454.00,8989.00,-28826.00,-12071.00,-16908.00,,,
,,EPS in Rs,-10.56,9.62,32.66,47.60,34.62,48.46,48.44,40.11,25.82,31.13,-99.84,-39.08,-54.74,,,
,,Dividend Payout %,-0.12,0.33,0.14,0.09,0.06,0.05,0.00,0.01,0.00,0.00,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Share Capital +,514.00,571.00,635.00,635.00,638.00,644.00,644.00,679.00,679.00,679.00,679.00,720.00,,,,
,,Reserves,5427.00,7636.00,18534.00,32064.00,36999.00,64960.00,55618.00,78273.00,57383.00,94749.00,59500.00,61491.00,,,,
,,Borrowings,34974.00,35108.00,32811.00,47149.00,53716.00,60642.00,73610.00,69360.00,78604.00,88950.00,106175.00,124788.00,,,,
,,Other Liabilities +,33203.00,43279.00,48403.00,62919.00,76977.00,92180.00,107442.00,114872.00,135914.00,142813.00,139349.00,133181.00,,,,
,,Total Liabilities,74118.00,86594.00,100382.00,142766.00,168330.00,218426.00,237315.00,263184.00,272580.00,327192.00,305703.00,320179.00,,,,
,,Fixed Assets +,28919.00,33013.00,35349.00,44360.00,55512.00,69092.00,88479.00,107232.00,95944.00,121414.00,111234.00,127107.00,,,,
,,CWIP,10533.00,8916.00,11457.00,15946.00,18454.00,33263.00,28640.00,25919.00,33699.00,40034.00,31884.00,35622.00,,,,
,,Investments,1257.00,2219.00,2544.00,8918.00,8765.00,10687.00,15337.00,23767.00,20338.00,20813.00,15771.00,16308.00,,,,
,,Other Assets +,33409.00,42446.00,51032.00,73542.00,85600.00,105385.00,104858.00,106266.00,122600.00,144932.00,146814.00,141141.00,,,,
,,Total Assets,74118.00,86594.00,100382.00,142766.00,168330.00,218426.00,237315.00,263184.00,272580.00,327192.00,305703.00,320179.00,,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,739.00,8997.00,11240.00,18384.00,22163.00,36151.00,35531.00,37900.00,30199.00,23857.00,18891.00,26633.00,,,,
,,Cash from Investing Activity +,-18352.00,-7691.00,-7023.00,-19464.00,-22969.00,-27991.00,-36232.00,-36694.00,-39571.00,-25139.00,-20878.00,-33115.00,,,,
,,Cash from Financing Activity +,17763.00,2842.00,-1401.00,6567.00,-1692.00,-3883.00,5201.00,-3795.00,6205.00,2012.00,8830.00,3390.00,,,,
,,Net Cash Flow,151.00,4148.00,2815.00,5488.00,-2499.00,4277.00,4500.00,-2589.00,-3167.00,730.00,6843.00,-3092.00,,,,
,,,,,,,,,,,,,,,,,,
45,TATASTEEL,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,147365.00,102393.00,118753.00,132900.00,134712.00,148614.00,139504.00,101965.00,112299.00,123249.00,157669.00,139817.00,130733.00,,,
,,Expenses +,129548.00,95754.00,102006.00,120483.00,130746.00,132248.00,133359.00,99576.00,99265.00,106067.00,128652.00,123845.00,116378.00,,,
,,Operating Profit,17817.00,6639.00,16747.00,12417.00,3965.00,16365.00,6145.00,2389.00,13034.00,17182.00,29017.00,15972.00,14355.00,,,
,,OPM %,0.12,0.06,0.14,0.09,0.03,0.11,0.04,0.02,0.12,0.14,0.18,0.11,0.11,,,
,,Other Income,-3018.00,1378.00,3726.00,4935.00,1445.00,535.00,3258.00,7332.00,-3679.00,15150.00,1825.00,-1392.00,-1531.00,,,
,,Interest,3791.00,3494.00,3956.00,4250.00,3968.00,4337.00,4848.00,4221.00,5072.00,5455.00,7660.00,7533.00,7794.00,,,
,,Depreciation,4265.00,4492.00,4415.00,4517.00,5575.00,5841.00,5944.00,5306.00,5673.00,5742.00,7342.00,8441.00,8615.00,,,
,,Profit before tax,6743.00,31.00,12102.00,8585.00,-4133.00,6722.00,-1388.00,193.00,-1391.00,21135.00,15841.00,-1395.00,-3585.00,,,
,,Tax %,0.28,69.41,0.27,0.42,-0.78,0.45,-1.85,3.58,-2.00,0.16,0.42,1.84,,,,
,,Net Profit,4951.00,-2009.00,8983.00,5390.00,-7058.00,3595.00,-3926.00,-383.00,-4241.00,13434.00,10218.00,1557.00,-5417.00,,,
,,EPS in Rs,58.42,-19.52,80.73,47.84,-62.65,31.91,-34.84,-3.40,-37.64,119.26,90.71,13.82,-48.09,,,
,,Dividend Payout %,0.24,-0.35,0.13,0.22,-0.11,0.27,-0.20,-2.03,-0.23,0.09,0.15,0.74,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,6203.00,887.00,959.00,994.00,993.00,991.00,971.00,970.00,970.00,1165.00,1158.00,1145.00,1145.00,,,
,,Reserves,21512.00,21927.00,34427.00,41645.00,33201.00,39561.00,30378.00,40487.00,34574.00,57451.00,65505.00,70156.00,63921.00,,,
,,Borrowings,59900.00,53100.00,60577.00,59897.00,68507.00,81609.00,80701.00,81987.00,83014.00,92127.00,100803.00,116328.00,111360.00,,,
,,Other Liabilities +,39371.00,33713.00,39350.00,44278.00,44197.00,49463.00,47059.00,53440.00,53889.00,57999.00,65320.00,61520.00,67992.00,,,
,,Total Liabilities,121513.00,109627.00,135313.00,146791.00,146876.00,171604.00,159109.00,176884.00,172447.00,208722.00,232773.00,249149.00,244419.00,,,
,,Fixed Assets +,51740.00,51018.00,51866.00,59287.00,68002.00,74907.00,68100.00,72200.00,92007.00,96105.00,124442.00,134551.00,136306.00,,,
,,CWIP,8930.00,9319.00,13552.00,20196.00,14277.00,26822.00,28678.00,35996.00,15784.00,16614.00,18641.00,19497.00,17229.00,,,
,,Investments,6411.00,5418.00,7847.00,4021.00,3258.00,5093.00,3455.00,10714.00,12457.00,17899.00,5738.00,6285.00,8775.00,,,
,,Other Assets +,54431.00,43872.00,62048.00,63286.00,61340.00,64781.00,58876.00,57974.00,52200.00,78103.00,83952.00,88816.00,82109.00,,,
,,Total Assets,121513.00,109627.00,135313.00,146791.00,146876.00,171604.00,159109.00,176884.00,172447.00,208722.00,232773.00,249149.00,244419.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,15696.00,10502.00,5655.00,12018.00,14035.00,13146.00,11880.00,11455.00,10824.00,8023.00,25336.00,20169.00,,,,
,,Cash from Investing Activity +,-10822.00,-4700.00,-7584.00,-3705.00,-13099.00,-15378.00,-9021.00,-8794.00,-9490.00,-11730.00,-29176.00,-14012.00,,,,
,,Cash from Financing Activity +,-2755.00,-5135.00,5973.00,-8462.00,-1780.00,1015.00,-2617.00,-4729.00,-2579.00,6640.00,-673.00,-1695.00,,,,
,,Net Cash Flow,2119.00,667.00,4045.00,-149.00,-844.00,-1218.00,241.00,-2068.00,-1245.00,2933.00,-4513.00,4462.00,,,,
,,,,,,,,,,,,,,,,,,
46,TECHM,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,4465.00,4625.00,5140.00,5490.00,6873.00,18802.00,22621.00,26494.00,29141.00,30773.00,34742.00,36868.00,37623.00,,,
,,Expenses +,3246.00,3495.00,3721.00,4572.00,5451.00,14619.00,18428.00,22224.00,24956.00,26063.00,28471.00,31365.00,31926.00,,,
,,Operating Profit,1218.00,1131.00,1419.00,918.00,1422.00,4184.00,4193.00,4271.00,4184.00,4710.00,6271.00,5503.00,5697.00,,,
,,OPM %,0.27,0.24,0.28,0.17,0.21,0.22,0.19,0.16,0.14,0.15,0.18,0.15,0.15,,,
,,Other Income,26.00,69.00,-298.00,30.00,-141.00,233.00,106.00,442.00,775.00,1417.00,534.00,1192.00,1171.00,,,
,,Interest,2.00,218.00,100.00,103.00,103.00,80.00,69.00,97.00,129.00,162.00,133.00,192.00,198.00,,,
,,Depreciation,110.00,134.00,144.00,161.00,200.00,522.00,611.00,759.00,978.00,1085.00,1129.00,1446.00,1538.00,,,
,,Profit before tax,1132.00,847.00,877.00,685.00,978.00,3815.00,3618.00,3857.00,3853.00,4879.00,5543.00,5058.00,5132.00,,,
,,Tax %,0.10,0.17,0.15,0.21,0.24,0.20,0.27,0.22,0.26,0.22,0.23,0.23,,,,
,,Net Profit,1014.00,700.00,644.00,1096.00,1288.00,3029.00,2628.00,2993.00,2813.00,3800.00,4298.00,4033.00,3987.00,,,
,,EPS in Rs,20.83,14.32,12.79,21.48,25.13,32.44,27.35,30.92,28.88,38.78,43.70,41.76,41.26,,,
,,Dividend Payout %,0.05,0.06,0.08,0.05,0.05,0.15,0.22,0.35,0.28,0.33,0.29,0.32,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,122.00,122.00,126.00,128.00,128.00,234.00,480.00,436.00,439.00,442.00,444.00,436.00,436.00,,,
,,Reserves,1821.00,2764.00,3225.00,3923.00,5297.00,8947.00,11768.00,14154.00,15996.00,18399.00,19839.00,21376.00,23256.00,,,
,,Borrowings,0.00,2135.00,1806.00,1127.00,1380.00,363.00,700.00,1091.00,1366.00,2397.00,1996.00,2817.00,2892.00,,,
,,Other Liabilities +,900.00,881.00,887.00,1758.00,2179.00,6396.00,6899.00,6844.00,8256.00,9194.00,11168.00,12689.00,11665.00,,,
,,Total Liabilities,2843.00,5902.00,6045.00,6935.00,8984.00,15940.00,19848.00,22525.00,26057.00,30431.00,33446.00,37318.00,38250.00,,,
,,Fixed Assets +,498.00,604.00,617.00,682.00,1245.00,2594.00,4033.00,4309.00,6460.00,7622.00,7061.00,8872.00,9072.00,,,
,,CWIP,154.00,119.00,110.00,167.00,34.00,266.00,568.00,629.00,373.00,240.00,276.00,50.00,81.00,,,
,,Investments,435.00,3014.00,2908.00,3588.00,4099.00,1472.00,2103.00,1297.00,2396.00,4841.00,7342.00,5848.00,7216.00,,,
,,Other Assets +,1757.00,2164.00,2409.00,2498.00,3607.00,11607.00,13145.00,16289.00,16828.00,17728.00,18766.00,22548.00,21880.00,,,
,,Total Assets,2843.00,5902.00,6045.00,6935.00,8984.00,15940.00,19848.00,22525.00,26057.00,30431.00,33446.00,37318.00,38250.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,1222.00,1450.00,464.00,712.00,855.00,1596.00,2448.00,3137.00,4071.00,3554.00,4432.00,4358.00,,,,
,,Cash from Investing Activity +,-614.00,-2986.00,-133.00,-420.00,-622.00,291.00,-1865.00,-1453.00,-2893.00,-3319.00,-2104.00,1081.00,,,,
